idx,domain,doc,source,reference,target
66,news,test-en-news_seattle_times.799809,"By our count, at least 25 states have a statewide office responsible for overseeing jails, and all of them have a lower rate of jail deaths than Washington.","우리가 집계한 바에 의하면, 적어도 25개 주는 주 전체의 교도소를 감독하는 기관이 있으며, 이들 모두 교도소 내 사망률이 워싱턴보다 낮다.","저희가 파악한 바에 따르면, 최소 25개 주에서 교도소 감독을 담당하는 주 차원의 기관을 두고 있으며, 이들 주 모두 워싱턴주보다 수감 중 사망률이 낮습니다."
67,news,test-en-news_seattle_times.799809,"Closer to home, Washington has recently established or expanded independent oversight of state prisons, police, schools, and other entities.","무엇보다도 최근 워싱턴은 주 구치소, 경찰서, 학교, 기타 기관에 대한 독립적인 감독 제도를 마련했거나 확장했다.","미국 내에서는 최근 워싱턴 주가 주립 교도소, 경찰, 학교 및 기타 기관에 대한 독립적인 감독 기구를 신설하거나 확대했습니다."
68,news,test-en-news_seattle_times.799809,Jails are the notable exception to oversight of institutions that are responsible for the health and safety of tens of thousands of people.,수만 명의 건강과 안전을 책임지는 기관에 대한 감독에서 교도소가 제외되었다는 점에 주목하게 된다.,수만 명의 건강과 안전을 책임지는 기관에 대한 감독에서 교도소는 눈에 띄는 예외입니다.
69,news,test-en-news_seattle_times.799809,"An independent jail oversight office can monitor conditions in jails, meet with staff and incarcerated people, report on conditions that they have witnessed firsthand, and even communicate concerns before people are hurt.","독립적인 교도소 감독 기관이 있으면, 교도소 내 상황을 감시하고 직원 및 수감자와 소통하는 것은 물론 직접 목격한 상황에 관해 보고하고 심지어 사람들이 다치기 전에 문제점을 알릴 수 있다.","독립적인 구치소 감독 기관은 구치소 내부 상황을 모니터링하고, 직원 및 수감자와 면담하며, 직접 목격한 상황에 대한 보고서를 작성하고, 사람들이 피해를 입기 전에 우려 사항을 전달할 수 있습니다."
70,news,test-en-news_seattle_times.799809,"A jail oversight office can also collect and report data, helping administrators, policymakers, and the public understand our jail system and advocate for data-driven solutions to jail deaths and other problems relating to jails.","아울러 교도소 감독 기관에서 데이터를 수집하고 보고함으로써 행정부, 입법부, 일반 대중이 우리의 교도소 시스템을 이해하고 교도소 내 사망을 비롯하여 교도소와 관련된 각종 문제에 대한 데이터 기반의 해법을 지지하게 할 수 있다.","또한 구치소 감독 기관은 데이터를 수집하고 보고하여 행정가, 정책 입안자 및 일반 대중이 구치소 시스템을 이해하고 구치소 내 사망 및 기타 문제에 대한 데이터 기반 해결책을 마련하도록 지원할 수 있습니다."
71,news,test-en-news_seattle_times.799809,Oversight is not only for the benefit of incarcerated people.,감독 기능이 수감자에게만 유익한 것은 아니다.,감독은 수감자들만을 위한 것이 아닙니다.
72,news,test-en-news_seattle_times.799809,"Our task force recognized that an oversight office can partner with overburdened jail systems to provide much-needed assistance and recommendations, including smart policies that promote staff safety and reduce recidivism.",감독 기관이 과중한 업무 부담에 시달리는 교도소 시스템의 파트너가 되어 직원의 안전을 강화하고 재범을 줄일 스마트 정책을 비롯하여 절실히 필요한 지원과 조언을 제공할 수 있음을 이번 태스크 포스를 통해 확인했다.,"저희 태스크포스는 감독 기관이 과부하 상태에 있는 교정 시스템과 협력하여 직원 안전을 증진하고 재범률을 낮추는 현명한 정책을 포함하여, 절실히 필요한 지원과 권고를 제공할 수 있다는 것을 인지했습니다."
73,news,test-en-news_seattle_times.799809,"Washington state briefly had a statewide jail oversight office from 1981-87, which the United States Department of Justice once trumpeted as a model for systems around the country.","워싱턴주도 1981~1987년의 짧은 기간에 주 총괄 교도소 감독 기관이 있었고, 미국 법무부가 이곳을 전국의 시스템을 위한 모델로 삼기도 했다.","워싱턴주는 1981년부터 1987년까지 짧은 기간 동안 주 차원의 교도소 감독 기관을 운영했으며, 이는 한때 미국 법무부가 전국적인 모범 사례로 내세웠던 제도였습니다."
74,news,test-en-news_seattle_times.799809,"Unfortunately, the Legislature eliminated statewide jail oversight over the objections of jail administrators, civil rights groups, and others.","안타깝게도 교도소 운영자, 민권 단체 등의 반대 때문에 주 의회는 주 차원의 교도소 감독 시스템을 없앴다.","하지만 안타깝게도 주 의회는 교도소 관리자, 시민단체 등의 반대에도 불구하고 주 차원의 교도소 감독 기관을 폐지했습니다."
75,news,test-en-news_seattle_times.799809,Independent oversight will promote public trust and data-driven decision-making in a field that has for too long operated without the benefit of transparency.,너무 오랫동안 투명성의 이점을 누리지 못하면서 운영된 분야에 독립적인 감독 기능을 마련함으로써 대중의 신뢰와 데이터 기반 의사 결정을 더 공고히 할 수 있다.,독립적인 감독은 너무 오랫동안 투명성 없이 운영되어 온 분야에서 공공의 신뢰와 데이터 기반 의사 결정을 촉진할 것입니다.
76,news,test-en-news_seattle_times.799809,"We ask the Legislature to enact into law our task force's recommendation to restore independent oversight of our state's city, county, and regional jails.","우리 주의 시, 카운티, 지역 관할 교도소에 대한 독립적인 감독 기관을 부활시켜야 한다는 이번 태스크 포스의 조언을 주 의회가 받아들여 입법화할 것을 요청한다.","저희는 주 의회가 저희 태스크포스의 권고안을 법으로 제정하여 저희 주의 시, 군, 그리고 지역 교도소에 대한 독립적인 감독을 복원해 줄 것을 요청합니다."
77,news,test-en-news_seattle_times.799809,People's lives depend on it.,이는 사람들의 생명을 좌우하는 일이다.,사람들의 생명이 여기에 달려 있습니다.
78,news,test-en-news_seattle_times.799809,"Hailey Ockinga is an anti-incarceration activist and community organizer, and the executive director of Beyond These Walls in Washington state.",수감 반대 운동가이자 지역 사회 조직 활동가인 헤일리 오킹가는 워싱턴주 비욘드 디이즈 월즈(Beyond These Walls)의 상임 이사를 맡고 있다.,"헤일리 오킹가는 투옥 반대 운동가이자 지역사회 조직가이며, 워싱턴 주의 비영리 단체 Beyond These Walls의 대표입니다."
79,news,test-en-news_seattle_times.799809,Ethan Frenchman is a Disability Rights Washington staff attorney who advocates for people with disabilities in jails and prisons.,에단 프렌치맨은 디서빌리티 라이츠 워싱턴(Disability Rights Washington) 소속 변호사로서 교도소와 구치소에 수감된 장애인을 돕고 있다.,"에단 프렌치맨은 워싱턴 장애인 권익 옹호 단체(Disability Rights Washington) 소속 변호사로, 교도소 및 구치소에 수감된 장애인들의 권익 보호를 위해 활동하고 있습니다."
80,social,test-en-social_111975537143453440,"celeste is my favorite ""tiny good freeware game to big bloated commercial game with stupidly detailed art"" corruption arc because in the original getting the double dash is a contextless powerup in a treasure chest and in the commercial game it Makes Me Cry","셀레스트(celeste)는 내가 좋아하는 ""작고 알찬 프리웨어 게임 버전부터 쓸데없이 디테일한 아트""로 이루어진 부패 아크 버전까지 있다. 오리지널 버전에서 더블 대시를 얻으면 보물 상자에서 맥락 없이 파워업이 일어나는데, 상용 버전에서는 이것 때문에 울고 싶을 정도다.","셀레스트는 제가 제일 좋아하는 ""작고 훌륭한 무료 게임에서 쓸데없이 디테일한 아트를 가진 크고 비대한 상업 게임으로의 타락"" 서사를 보여주는 게임이에요. 원작에서는 대시 두 번이 그냥 보물상자에서 얻는 맥락 없는 파워업인데, 상업 게임에서는 그게… 절 울려요."
81,social,test-en-social_111975537143453440,In general I really like the interplay between the two games.,전반적으로 나는 두 게임을 오가면서 플레이하는 걸 정말 좋아한다.,전반적으로 두 게임의 상호작용이 정말 마음에 듭니다.
82,social,test-en-social_111975537143453440,"The advantage of shortform stories is that you can ""skip to the good part"", they can be more immediately engrossing and satisfying.","숏폼 스토리의 장점은 ""마음에 드는 파트로 바로 이동""할 수 있고, 더 즉각적으로 몰입감과 만족감을 선사할 수 있다는 것이다.","단편 스토리의 장점은 ""바로 재미있는 부분으로 넘어갈 수 있다""는 것이죠. 몰입도 빠르고 만족감도 높습니다."
83,social,test-en-social_111975537143453440,"The advantage of longform stories is that you can imbue whatever happens with way more emotional weight, you lose the immediacy in exchange for stronger payoffs.",롱폼 스토리는 무엇이 벌어지더라도 훨씬 더 무게감 있게 감정을 연출할 수 있다는 게 장점이다. 즉각성을 포기하는 대가로 더 강력한 보상을 받는 셈이다.,"장편 스토리의 장점은 무슨 일이 일어나든 훨씬 더 큰 감정적 무게감을 부여할 수 있다는 것입니다. 즉각적인 만족감은 줄어들지만, 그 대신 더 강렬한 감동을 얻을 수 있습니다."
